series_id,alpha_loss,raw_loss,safe_loss,convex
1005456_2,0.3879894221044597,0.38454447909148604,0.3721037252532024,0.35112786818876845
1005456_45,0.35417704051662163,0.3382708393258367,0.34479799416176865,0.3162848218120802
1005458_44,6.2102113894740745,6.129114956556531,6.153526574835123,6.0319111273845065
1005458_50,0.5780809529177966,0.5719670740704451,0.578665592896754,0.5255069662579906
1005461_25,0.03957358209087963,0.021195249640962643,0.028299200265917354,0.017989788514821747
1005461_38,0.021867183587619892,7.803208569305684e-06,0.00761727783114554,0.0
1005461_6,1.2792778786963284,1.2466315500049892,1.2400860202380068,1.1849781988082546
1005463_17,4.846388105060341,4.021761836817137,4.827001126517479,3.815607056471808
1005463_27,0.2246784591799523,0.2307863615764555,0.21597947476086832,0.18950823467518965
1005463_30,0.35807824236863456,0.34673290426368175,0.3524099635131998,0.3085551145163387
1005464_27,0.611973042832843,0.6772210411672678,0.6032160816108704,0.5885669711685065
1005465_30,0.19967034117014623,0.19662774892745175,0.19550563071720892,0.16382662564834086
1005465_50,0.987877723163908,0.9532661289096306,0.9620361301601911,0.8604187610580313
1009539_12,1.0435895269767836,0.9827518779802303,1.0232040165946052,0.9605709410948041
1009997_24,0.6728547366136359,0.6633667655098068,0.6669216173327448,0.60531886100036
1009998_46,2.0262548357988273,2.1340603508647393,2.0876202443039107,1.975878398428592
1010752_44,2.004233795725771,1.8088854884746735,1.8674266267941084,1.6081474729028988
1012787_13,1.1599823517458525,1.0138740160157635,1.0514414759849031,0.9929581766257206
1012787_4,0.9803321192125658,0.9761337193707482,0.9745622150009313,0.9064859774274411
1012787_48,2.4879777505049385,2.523373789382909,2.518897694665061,2.4054955182734883
1014864_38,0.07423557638635056,0.08037075169902164,0.07696076270977951,0.06192006509680118
1014865_24,0.16099900733906455,0.16208850026060512,0.16208162184692518,0.15207715191018048
1016067_16,10.060090156740959,9.787744822623468,9.935179036836333,9.48203700518956
1016067_43,71.19140106764368,69.3986114057309,70.26712008707743,68.08091495539766
1018617_46,0.4399608136745862,0.43291030632927735,0.4334593762770332,0.39628605965865926
1018878_49,0.345987526380189,0.3507557003099479,0.3445488691243542,0.23839894071322676
1018878_50,0.5461315010668839,0.5410012298616828,0.5420759449865306,0.4858575003897296
1020940_41,0.6613153827798365,0.6686066799764724,0.6570800565581573,0.6068877181647139
1021281_54,0.6050895468831483,0.6115261110246027,0.6114507594078217,0.5809800008356671
1022053_6,0.2326362603744766,0.2404451489474961,0.23661081876072732,0.21634352643689644
1024975_34,0.7699029569072401,0.801259081439358,0.7880835344829472,0.6197699431882101
1028589_25,4.8157800225909915,4.765219925060446,4.7302311380845135,4.510616660642092
1033395_41,1.6850745967308864,1.6893872912348613,1.6911575361739448,1.598360114284669
1033395_7,13.969928611011076,8.75875037604567,13.793623156433101,8.595577784731425
1036320_12,0.14431923590582266,0.15094955985910655,0.14811124067480563,0.123520359925074
1036689_9,0.5318116782889868,0.535833702687327,0.5355543331998902,0.5155244537250284
1037412_46,0.75613526976566,0.7546743680061002,0.7567270649839322,0.702769620668891
1037412_5,0.45757729518789286,0.485176409806729,0.45096176091389184,0.418107229867215
1037654_16,0.15329113151446772,0.15818084493314524,0.15457839454398303,0.12935817334589628
1037654_49,0.21758559765398558,0.21871071151474467,0.21697980680306964,0.1887149691348966
1037845_5,0.2956086737134122,0.2814791878545277,0.29169136091740494,0.2692226716390472
1037846_24,0.8908248206488896,0.8905000066405954,0.8918874628472083,0.830751208648698
1037846_4,0.3175354774990855,0.3215248512845818,0.3196523429196299,0.2927351556359213
1037846_47,0.12201533377735911,0.12150697557497829,0.12156355895941057,0.11502157805922426
1037857_33,2.100666749206731,2.080836204712235,2.076903600211921,2.04433593183396
1038937_2,0.4122029087628996,0.40853302811107167,0.4089860148497637,0.39085387747241335
1038945_51,0.1920293561795774,0.19212182460750107,0.19117643494199432,0.18172597887448758
1047674_26,2.7783148960590953,2.75694500567312,2.764987360189291,2.6661287855683438
1047680_48,0.2181519405987408,0.21887491311577165,0.220354444849956,0.2048100969445327
1047681_5,0.328144195763533,0.33221362646873837,0.32970157230637004,0.3039118439827107
1047682_3,0.8641607901196124,0.8683467642453985,0.8604460226828624,0.8313701952431405
1047695_37,0.5302065799236428,0.5339130935949378,0.5362945849773418,0.4934825422693661
1047709_26,1.8222136292552562,1.8400241631223047,1.830571047883715,1.7511345556185332
1047709_32,0.6792384542021539,0.6748228407965579,0.6752827203668749,0.6537428250705732
1047717_11,0.6264370135220878,0.5217626590322683,0.5222252367171565,0.43327100068900015
1047721_8,0.645195064796,0.6101967877271502,0.6163891399262452,0.5443136383741572
1047734_46,0.6587045504275246,0.6604660575745681,0.6581530842084317,0.6293010160978494
1047740_14,0.4779357645632547,0.48089174806784746,0.4793288587029485,0.4657540022602611
1047740_50,0.41216080330586674,0.4117852050482189,0.41134976775982596,0.39788620966309557
1047743_40,0.35676450661337283,0.3663737617691388,0.3521219702862904,0.3207063226803011
1047757_28,8.177832925789962,7.913867838978818,7.994373521161262,6.891446899215588
1047757_7,0.6099036780666617,0.5958574664697407,0.5963000324718719,0.5785039532686068
1047758_11,2.1437934914851295,2.1673884980435747,2.185518702972386,1.9841592854677295
1047758_46,0.712414775945933,0.6905698355684837,0.6919873798588498,0.642986389820921
1047772_24,0.23172795720506448,0.23430893915664575,0.23437255019162276,0.20875477714164437
1047775_41,1.308005718996993,1.2466732118600075,1.3118360901879964,1.1968079008443473
1047786_19,0.35372325864364657,0.35415867464306044,0.35387155631347494,0.32688161554005807
1047786_33,3.5477677541604558,3.662554258877764,3.673613849510051,3.064853038950955
1047786_37,0.24105190365073012,0.2463901911516656,0.24276653658258407,0.22456728776074755
